Unnamed: 166,Unnamed: 184,Unnamed: 181,Unnamed: 178,R1) Joint Funding of Investment (with Agencies),Unnamed: 172,Unnamed: 169,P) External Funding Allocation,Unnamed: 163,Unnamed: 141,Subagency,Unnamed: 224,W) Measurement Instruments Used,B) Year Established,Unnamed: 237,Unnamed: 153,Unnamed: 239,Unnamed: 92,Unnamed: 55,Unnamed: 21,Agency,Unnamed: 159,Unnamed: 240,Unnamed: 209,Unnamed: 107,R2) Joint Funding of Investment (with Other),Q) Legislation Required to Shift Focus?,Unnamed: 175,Unnamed: 128,F1) Primary Investment Objective,Unnamed: 162,H) Educational Services or Products Produced,Unnamed: 177,Y3) Process or Implementation Evaluation Type,Unnamed: 165,Unnamed: 26,Unnamed: 36,Unnamed: 124,Unnamed: 180,Unnamed: 52,Unnamed: 183,Unnamed: 214,Unnamed: 44,Unnamed: 222,Unnamed: 34,Unnamed: 252,Unnamed: 111,Unnamed: 18,Unnamed: 110,Unnamed: 243,Unnamed: 45,Unnamed: 99,Unnamed: 103,Unnamed: 43,Unnamed: 24,Unnamed: 126,L) Minority Serving Institutions,V) Outcomes Measured,Unnamed: 61,Unnamed: 50,Unnamed: 17,Unnamed: 232,Unnamed: 144,Unnamed: 94,Unnamed: 98,Unnamed: 40,Unnamed: 158, C1) Funding FY2008 , C2) Funding FY2009 , C3) Funding FY2010 
3,0,0,0,0,0,0,0,12,0,23,0,72,1994,51,31,0,0,0,0,2,16,0,0,0,0,2,0,0,2,4,0,0,1,5,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,3.0
0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.488
0,0,0,0,0,0,0,0,0,137,31,81,0,2005,0,0,0,30,0,31,7,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.677,0.746,0.667
0,0,0,0,0,0,0,0,0,0,23,11,65,1972,7,15,0,0,33,17,2,18,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,4,0,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,2,0,0,1,0,0,1,2,1.6030000000000002,1.739,1.791
0,0,0,0,0,0,0,0,0,33,57,0,0,1999,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1.472,1.422,1.422
0,0,0,0,0,0,0,0,0,104,18,0,0,2006,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1.114,1.13,1.14
0,0,0,0,0,0,0,0,0,0,13,0,46,2002,11,0,29,0,0,0,11,0,1,0,0,0,1,0,0,2,4,0,0,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,0,1,1,0,1,0,4.57,11.79,4.18
0,0,0,0,0,0,0,0,0,109,20,0,0,2010,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0.0,0.0,0.364
0,0,0,0,0,0,0,0,0,96,57,0,0,1985,0,0,0,0,0,2,5,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.75,0.8,0.7
0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.268,0.308,0.701
0,0,0,0,0,0,0,0,0,22,17,0,0,1990,0,0,0,0,0,4,13,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,13.2,14.1,16.4
0,0,0,0,0,0,0,0,0,0,62,41,69,2009,0,0,0,0,0,0,10,0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0.0,0.47600000000000003,0.43
0,0,0,0,0,0,0,0,0,93,20,0,0,2010,0,0,0,17,0,0,1,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0.0,6.457000000000001
0,0,0,0,0,0,0,0,0,113,58,61,0,2001,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0.188,0.21,0.429
0,0,0,0,0,0,0,0,0,0,23,29,21,2005,19,0,0,0,34,12,2,0,0,0,0,0,3,0,0,4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1,1,0,0,0,0,3.8310000000000004,7.704,10.388
0,0,0,0,0,0,0,0,0,85,16,28,0,2006,0,0,0,0,0,0,10,0,0,0,11,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,2.0,1.9609999999999999,2.461
0,0,0,0,0,0,0,0,0,0,62,48,0,2009,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.45299999999999996,0.3
0,0,0,0,0,0,0,0,0,0,63,0,36,2006,0,0,44,0,0,0,12,0,13,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,2,2,1,1,1,1,0,1,0,1.0,1.4180000000000001,2.838
0,0,0,0,0,0,0,0,0,62,24,0,0,1994,0,0,0,3,0,0,7,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,6.752999999999999,7.311,6.757000000000001
0,0,0,0,0,0,0,0,0,0,62,0,0,2008,0,4,0,0,11,0,10,0,0,0,9,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0.785,4.58,6.914
0,0,0,0,0,0,0,0,0,0,16,10,0,2008,5,0,0,0,0,0,10,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,2,0,0,1,0,0,1,0,7.0,10.0,10.0
0,0,0,0,0,0,0,0,0,71,58,63,0,2002,0,0,0,0,0,0,5,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,0,2,1,1,0,0.25,1.5419999999999998,1.0190000000000001
0,0,0,0,0,0,0,0,0,0,15,0,0,1998,0,11,0,0,0,0,10,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0.72,0.74,0.75
0,0,0,0,0,0,0,0,0,63,24,0,0,1999,0,0,0,37,0,0,7,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,16.209,18.992,20.442
0,1,1,2,0,0,0,0,0,0,16,0,3,1989,0,0,10,0,0,10,10,0,0,0,0,1,3,3,0,5,0,0,6,0,0,0,1,0,3,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,39.711,38.298,44.501999999999995
0,0,0,0,0,0,0,0,0,32,27,40,0,2009,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.449,1.449
0,0,0,0,0,0,0,0,0,30,52,0,0,1995,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.2,2.3,2.4
0,0,0,0,0,0,0,0,0,0,16,7,44,2008,4,0,15,0,27,0,10,9,8,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2.85,3.42,2.52
0,0,0,0,0,0,0,0,0,0,55,32,42,2008,2,0,24,0,0,23,4,14,17,17,0,0,2,0,0,6,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,2,1.0,1.0,1.0
0,0,0,0,0,0,0,0,0,0,11,0,0,1993,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,10.13,11.4,11.57
0,0,0,0,0,0,0,0,0,0,55,0,0,1999,0,0,0,0,0,8,4,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15.44,38.63,49.77
0,0,0,0,0,0,0,0,0,21,23,0,0,2005,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.97,5.6,5.6
0,0,0,0,0,0,0,0,6,0,11,0,17,1991,0,0,13,0,0,0,11,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0,1,0,1,1,0,1,0,40.47,42.5,44.75
0,0,0,0,0,0,0,0,0,0,10,79,52,2007,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,5.0,5.0,4.37
0,0,0,0,0,0,0,0,0,0,8,20,24,2001,40,0,14,0,0,0,10,10,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.6,0.493,0.4
0,0,0,0,0,0,0,0,0,112,47,18,0,2010,0,0,0,0,8,0,5,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0.0,0.0,8.968
0,0,0,0,0,0,0,0,0,36,57,0,0,1991,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.8,6.8,7.8
0,0,0,0,0,0,0,0,0,0,55,38,22,2008,32,0,4,0,0,0,4,0,9,0,0,0,3,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,4.74,8.943999999999999,0.0
0,0,0,0,0,0,0,0,5,0,20,3,1,1914,28,0,2,0,0,0,1,0,0,0,0,5,3,6,0,4,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,26.366999999999997,26.316,24.275
0,0,0,0,0,0,0,0,0,0,40,0,73,2002,0,0,42,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,179.0,179.0,180.5
0,0,0,0,0,0,0,0,0,97,57,0,0,1993,0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.37,0.37,0.37
0,0,0,0,0,0,0,0,0,0,23,36,53,2004,0,14,0,0,0,27,2,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.18899999999999997,0.6,0.6
0,0,0,0,0,0,0,0,0,0,19,0,26,2005,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.4530000000000003,10.671,14.644
0,0,0,0,0,0,0,0,0,117,37,0,0,2006,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.0,1.5,1.5
0,0,0,0,0,0,0,0,0,69,20,0,0,1997,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,1,0,5.8,6.327000000000001,9.327
0,0,0,0,0,0,0,0,0,0,23,37,56,2002,0,9,40,0,2,20,2,0,0,0,0,4,3,4,0,4,0,1,0,1,0,1,0,1,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,9.55,9.7,9.7
0,0,0,0,0,0,0,0,0,0,11,0,13,1999,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,54.6,58.84,55.97
0,0,0,0,0,0,0,0,0,44,0,0,0,1976,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.506,0.528,0.447
0,0,0,0,0,0,0,0,0,0,55,19,0,1972,15,3,0,0,0,0,4,7,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,13.9,3.5,3.65
0,0,0,0,0,0,0,0,0,0,11,22,41,1952,16,0,3,0,0,0,11,23,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,96.02,162.43,136.13
0,0,0,0,0,0,0,0,0,98,57,85,0,1984,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.517,0.531,0.547
0,0,0,0,0,0,0,0,0,121,20,0,0,2009,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0.0,0.75,0.875
0,0,0,0,0,0,0,0,0,132,46,0,0,1986,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.316,0.39399999999999996
0,0,0,0,0,0,0,0,0,59,20,0,0,1990,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,5.17,0.0,9.26
0,0,0,0,0,0,0,0,0,128,31,84,0,1993,0,0,0,35,0,0,7,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1.287,2.18,2.977
0,0,0,0,0,0,0,0,0,0,58,0,33,1991,38,0,0,0,0,0,5,0,0,0,0,2,3,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.67,1.7630000000000001,2.449
0,0,0,0,0,0,0,0,0,29,52,47,0,0,0,0,0,26,0,0,7,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.54,21.48,24.81
0,0,0,0,0,0,0,0,0,4,60,53,0,2005,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0.17,0.272,0.55
0,0,0,0,0,0,0,0,0,10,0,0,0,1999,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,1.6
0,0,0,0,0,0,0,0,0,28,31,66,0,2001,0,0,0,39,0,0,7,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,3.029,6.725,5.78
0,0,0,0,0,0,0,0,0,0,16,0,12,2010,0,35,0,0,0,0,10,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.387
0,0,0,0,0,0,0,0,0,0,62,0,0,1997,0,0,0,0,0,0,10,0,0,4,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0.237,0.36200000000000004,0.595
0,0,0,0,0,0,0,0,0,131,30,0,0,2008,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.568,0.763,0.568
0,0,0,0,0,0,0,0,0,130,7,0,0,1986,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1.0,1.1,1.3
0,0,0,0,0,0,0,0,0,0,13,0,6,1999,0,0,46,0,0,0,11,0,0,5,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,2,1,1,0,1,0,0,0,0,1.63,2.74,2.02
0,0,0,0,0,0,0,0,0,81,2,82,0,2007,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1.1,1.1,1.1
0,0,0,0,0,0,0,0,0,0,12,0,0,2002,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,3.97,5.79,5.41
0,0,0,0,0,0,0,0,0,5,0,51,0,2005,0,0,0,6,13,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19.0,33.0,47.0
0,0,0,0,0,0,0,0,0,0,14,0,0,2003,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0,19.46,26.95,15.07
0,0,0,0,0,0,0,0,0,35,38,0,0,2006,0,0,0,4,0,0,11,0,0,0,7,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,2,2,1,0,1,1,1,0,0,9.9,0.0,4.85
0,0,0,0,0,0,0,0,0,123,31,72,0,2001,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,1,2,1,0,0,1,0,0,0,16.442999999999998,22.335,21.412
