,Unnamed: 166,Unnamed: 184,Unnamed: 181,Unnamed: 178,R1) Joint Funding of Investment (with Agencies),Unnamed: 172,Unnamed: 169,P) External Funding Allocation,Unnamed: 163,Unnamed: 141,Subagency,Unnamed: 224,W) Measurement Instruments Used,B) Year Established,Unnamed: 237,Unnamed: 153,Unnamed: 239,Unnamed: 92,Unnamed: 55,Unnamed: 21,Agency,Unnamed: 159,Unnamed: 240,Unnamed: 209,Unnamed: 107,R2) Joint Funding of Investment (with Other),Q) Legislation Required to Shift Focus?,Unnamed: 175,Unnamed: 128,F1) Primary Investment Objective,Unnamed: 162,H) Educational Services or Products Produced,Unnamed: 177,Y3) Process or Implementation Evaluation Type,Unnamed: 165,Unnamed: 26,Unnamed: 36,Unnamed: 124,Unnamed: 180,Unnamed: 52,Unnamed: 183,Unnamed: 214,Unnamed: 44,Unnamed: 222,Unnamed: 34,Unnamed: 252,Unnamed: 111,Unnamed: 18,Unnamed: 110,Unnamed: 243,Unnamed: 45,Unnamed: 99,Unnamed: 103,Unnamed: 43,Unnamed: 24,Unnamed: 126,L) Minority Serving Institutions,V) Outcomes Measured,Unnamed: 61,Unnamed: 50,Unnamed: 17,Unnamed: 232,Unnamed: 144,Unnamed: 94,Unnamed: 98,Unnamed: 40,Unnamed: 158, C1) Funding FY2008 , C2) Funding FY2009 , C3) Funding FY2010 
57,0,0,0,0,0,0,0,0,0,0,62,0,66,,0,34,0,0,0,0,10,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0.229,0.575,0.495
58,0,0,0,0,0,0,0,0,0,46,15,0,0,2006.0,0,0,0,0,12,0,10,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.358,1.547,1.032
59,0,0,0,0,0,0,0,0,0,0,62,48,0,2009.0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0.453,0.3
60,0,0,0,0,0,0,0,0,0,0,16,0,18,2006.0,31,0,0,0,0,0,10,5,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,2,1.282,0.84,0.706
61,0,0,0,0,0,0,0,0,0,0,8,20,24,2001.0,40,0,14,0,0,0,10,10,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.6,0.493,0.4
62,0,0,0,0,0,0,0,0,0,0,8,43,25,2003.0,10,0,0,0,0,0,10,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1.4,1.302,1
63,0,0,0,0,0,0,0,0,0,0,15,0,0,1998.0,0,11,0,0,0,0,10,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0.72,0.74,0.75
64,0,0,0,0,0,0,0,0,0,0,62,23,0,2002.0,0,12,0,0,0,0,10,0,0,0,0,0,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.299,0.269,0.362
65,0,0,0,0,0,0,0,0,0,0,62,52,0,2006.0,37,0,0,0,0,0,10,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0.35,0.35,0.345
66,0,0,0,0,0,0,0,0,0,0,62,0,34,2000.0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,5,4,0,1,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0.427,0.356,0.303
67,0,0,0,0,0,0,0,0,0,0,62,0,0,2008.0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0.196,0.309,0.406
68,0,0,0,0,0,0,0,0,0,54,16,30,0,1992.0,0,0,0,0,0,29,10,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,13.93,14.571,14.062
69,0,0,0,0,0,0,0,0,0,0,62,0,52,2009.0,0,0,41,0,0,0,10,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0.376,0.372
